번호,가맹점명,승인일시,승인금액,할부,카드사,승인번호,구분,TID
4122,새로길(즉),2025-11-20 01:12:08,"500,000",일시불,04,66984802,승인,WRT1761807035
4123,루비,2025-11-20 00:59:18,"540,000",3개월,05,59717525,승인,1047366550
4124,스시정(즉),2025-11-20 00:40:13,"980,000",일시불,01,54294763,승인,1047371257
4125,비오니,2025-11-20 00:31:15,"550,000",일시불,01,54283373,승인,1047376389
4126,에쿠스(즉),2025-11-19 23:58:15,"270,000",2개월,07,00097142,승인,1047377937
4127,귀한족발가락시장점,2025-11-19 22:25:09,"71,000",일시불,02,30020793,승인,1047365675
4128,라온,2025-11-19 22:05:14,"209,000",일시불,12,50490403,승인,1047373152
4129,신우(즉),2025-11-19 21:58:07,"200,000",일시불,02,30122268,승인,1047367470
4130,신우(즉),2025-11-19 21:56:13,"200,000",일시불,02,30122258,승인,1047367470
4131,주식회사엘라이트,2025-11-19 21:46:15,"550,000",6개월,01,53696666,승인,1047355005
4132,기분좋은타이,2025-11-19 21:15:19,"49,500",일시불,06,16626142,승인취소,1047373153
4133,어부의딸,2025-11-19 21:14:09,"83,000",일시불,01,53545636,승인,1047375472
4134,기분좋은타이,2025-11-19 21:13:18,"-49,500",일시불,06,16626142,취소,1047373153
4135,어부의딸,2025-11-19 21:05:08,"93,000",일시불,07,00280173,승인,1047375472
4136,스시정(즉),2025-11-19 20:47:10,"990,000",일시불,06,16358224,승인,1047371257
4137,크라운족발야탑점,2025-11-19 20:40:16,"95,000",일시불,04,81118348,승인,1047363149
4138,귀한족발가락시장점,2025-11-19 20:13:12,"91,000",일시불,02,30024514,승인,1047365675
4139,꽃보다한우(즉),2025-11-19 20:13:11,"370,000",일시불,07,00192538,승인,1047363479
4140,어부의딸,2025-11-19 20:01:06,"62,000",일시불,01,53163824,승인,1047375472
4141,크라운족발야탑점,2025-11-19 19:28:09,"194,000",일시불,01,52985249,승인,1047363149
4142,귀한족발가락시장점,2025-11-19 19:22:09,"231,000",일시불,12,49437260,승인,1047365675
4143,체리,2025-11-19 19:22:08,"90,000",일시불,01,52946516,승인,1047377197
4144,귀한족발가락시장점,2025-11-19 18:29:09,"77,000",일시불,01,52489525,승인,1047365675
4145,더블유제이,2025-11-19 18:28:08,"1,100,000",6개월,04,67762548,승인취소,WRT1762503999
4146,더블유제이,2025-11-19 18:26:56,"-1,100,000",6개월,04,67762548,취소,WRT1762503999
4147,어부의딸,2025-11-19 18:17:10,"74,000",일시불,15,85080891,승인,1047375472
4148,귀한족발가락시장점,2025-11-19 18:12:14,"45,000",일시불,12,48718653,승인,1047365675
4149,한우오마카세비플리끄,2025-11-19 18:09:10,"1,330,000",5개월,03,20673427,승인,1047350264
4150,더블유제이,2025-11-19 17:59:11,"1,650,000",5개월,02,30024053,승인취소,WRT1762503999
4151,더블유제이,2025-11-19 17:58:10,"1,650,000",6개월,12,48561313,승인취소,WRT1762503999
4152,더블유제이,2025-11-19 17:57:59,"-1,650,000",5개월,02,30024053,취소,WRT1762503999
4153,더블유제이,2025-11-19 17:56:59,"-1,650,000",6개월,12,48561313,취소,WRT1762503999
4154,올빼미카워시,2025-11-19 17:42:18,"160,000",3개월,07,00540957,승인,1047363400
4155,더블유제이,2025-11-19 17:28:13,"165,000",6개월,12,48220743,승인취소,WRT1762503999
4156,더블유제이,2025-11-19 17:27:42,"-165,000",6개월,12,48220743,취소,WRT1762503999
4157,더블유제이,2025-11-19 17:27:06,"165,000",6개월,02,30000295,승인취소,WRT1762503999
4158,용형,2025-11-19 17:26:22,"5,000,000",5개월,05,20332026,승인,WNO1755594646
4159,더블유제이,2025-11-19 17:26:02,"-165,000",6개월,02,30000295,취소,WRT1762503999
4160,더블유제이,2025-11-19 17:23:10,"165,000",5개월,02,30024031,승인취소,WRT1762503999
4161,귀한족발가락시장점,2025-11-19 17:23:09,"77,000",일시불,03,21589507,승인,1047365675
4162,더블유제이,2025-11-19 17:22:38,"-165,000",5개월,02,30024031,취소,WRT1762503999
4163,새로길(즉),2025-11-19 17:22:17,"2,000,000",일시불,03,10213415,승인,WRT1761807035
4164,새로길(즉),2025-11-19 17:21:14,"3,000,000",일시불,07,00212965,승인,WRT1761807035
4165,더블유제이,2025-11-19 17:06:14,"1,485,000",6개월,12,47957884,승인취소,WRT1762503999
4166,더블유제이,2025-11-19 17:05:40,"-1,485,000",6개월,12,47957884,취소,WRT1762503999
4167,귀한족발가락시장점,2025-11-19 16:53:10,"67,000",일시불,01,51894725,승인,1047365675
4168,서울35아2181,2025-11-19 16:45:09,"120,000",일시불,04,46737600,승인,1047369579
4169,시앤유,2025-11-19 16:24:28,"3,800,000",일시불,02,12931139,승인,WNO1754986085
4170,더블유제이,2025-11-19 16:24:06,"165,000",6개월,12,47455306,승인취소,WRT1762503999
4171,시앤유,2025-11-19 16:23:13,"5,000,000",일시불,04,00383790,승인,WNO1754986085
4172,더블유제이,2025-11-19 16:23:11,"-165,000",6개월,12,47455306,취소,WRT1762503999
4173,시앤유,2025-11-19 16:22:56,"5,000,000",일시불,04,00956659,승인,WNO1754986085
4174,시앤유,2025-11-19 16:17:59,"4,060,000",일시불,03,25816628,승인,WNO1754986085
4175,시앤유,2025-11-19 16:17:42,"5,000,000",5개월,03,33047273,승인,WNO1754986085
4176,올빼미카워시,2025-11-19 16:16:13,"44,000",일시불,03,25109105,승인,1047363400
4177,더블유제이,2025-11-19 16:16:13,"1,485,000",5개월,04,28359319,승인취소,WRT1762503999
4178,더블유제이,2025-11-19 16:15:32,"-1,485,000",5개월,04,28359319,취소,WRT1762503999
4179,더블유제이,2025-11-19 16:13:09,"1,485,000",6개월,12,47329622,승인취소,WRT1762503999
4180,토브,2025-11-19 16:13:08,"1,800,000",5개월,08,60623156,승인,1047367468
4181,더블유제이,2025-11-19 16:12:47,"-1,485,000",6개월,12,47329622,취소,WRT1762503999
4182,더블유제이,2025-11-19 16:10:06,"165,000",6개월,02,30000273,승인취소,WRT1762503999
4183,더블유제이,2025-11-19 16:08:57,"-165,000",6개월,02,30000273,취소,WRT1762503999
4184,귀한족발가락시장점,2025-11-19 16:05:11,"49,000",일시불,03,14108900,승인,1047365675
4185,신나라콜라텍2,2025-11-19 15:58:17,"3,000",일시불,07,30022999,승인,1047334508
4186,신나라콜라텍2,2025-11-19 15:57:15,"16,000",일시불,07,30022988,승인,1047334508
4187,크라운족발야탑점,2025-11-19 15:51:15,"130,000",일시불,02,30032758,승인,1047363149
4188,신나라콜라텍2,2025-11-19 15:48:11,"8,000",일시불,12,47032164,승인,1047334508
4189,타이거K(즉),2025-11-19 15:38:20,"300,000",일시불,08,50979124,승인,1047384454
4190,서초동연가<본점>(즉),2025-11-19 15:24:07,"1,000",일시불,12,46728674,승인,1047384831
4191,새로길(즉),2025-11-19 15:05:13,"400,000",일시불,04,99062743,승인,WRT1761807035
4192,토브,2025-11-19 14:56:11,"40,000",일시불,01,51184542,승인,1047367468
4193,신나라콜라텍3,2025-11-19 14:48:43,"4,000",일시불,01,51156061,승인,1047334509
4194,올빼미카워시,2025-11-19 14:43:14,"140,000",일시불,01,51044904,승인,1047363400
4195,시앤유,2025-11-19 14:42:27,"2,000,000",5개월,03,71354437,승인,WNO1754986085
4196,신나라콜라텍2,2025-11-19 14:35:15,"23,000",일시불,04,00286154,승인,1047334508
4197,신나라콜라텍2,2025-11-19 14:23:28,"14,000",일시불,03,00928638,승인,1047334508
4198,신나라콜라텍2,2025-11-19 14:12:11,"14,000",일시불,31,82260795,승인,1047334508
4199,창경,2025-11-19 14:12:07,"1,000,000",5개월,07,00711020,승인,1047383437
4200,신나라콜라텍2,2025-11-19 14:06:30,"13,000",일시불,04,00349746,승인,1047334508
4201,신나라콜라텍2,2025-11-19 13:59:29,"20,000",일시불,27,22690500,승인,1047334508
4202,신나라콜라텍2,2025-11-19 13:53:17,"17,000",일시불,12,45663225,승인,1047334508
4203,신나라콜라텍2,2025-11-19 13:37:03,"22,000",일시불,07,30003402,승인,1047334508
4204,신나라콜라텍2,2025-11-19 13:28:33,"9,000",일시불,07,30015517,승인,1047334508
4205,올빼미카워시,2025-11-19 13:13:16,"44,000",일시불,06,10416785,승인,1047363400
4206,신나라콜라텍2,2025-11-19 13:07:15,"10,000",일시불,02,10361585,승인,1047334508
4207,신나라콜라텍2,2025-11-19 13:06:41,"13,000",일시불,02,10346982,승인,1047334508
4208,신나라콜라텍3,2025-11-19 12:58:02,"4,500",일시불,27,23727079,승인,1047334509
4209,신나라콜라텍2,2025-11-19 12:56:40,"18,000",일시불,07,30045277,승인,1047334508
4210,신나라콜라텍2,2025-11-19 12:55:24,"20,000",일시불,12,44944207,승인,1047334508
4211,부천강아지멍미,2025-11-19 12:49:11,"1,004",일시불,03,13220814,승인취소,WRT1762503653
4212,더블유제이,2025-11-19 12:48:20,"50,000",일시불,02,30013017,승인취소,WRT1762503999
4213,신나라콜라텍2,2025-11-19 12:39:34,"11,000",일시불,07,30030563,승인,1047334508
4214,진진식당,2025-11-19 12:30:09,"170,000",일시불,02,30026316,승인,1047363147
4215,크라운족발야탑점,2025-11-19 12:18:09,"30,000",일시불,06,09460729,승인,1047363149
4216,크라운족발야탑점,2025-11-19 12:08:16,"67,500",일시불,01,49849812,승인,1047363149
4217,나인(송파),2025-11-19 11:03:08,"3,850,000",5개월,08,54911030,승인,1047369914
4218,귀한족발가락시장점,2025-11-19 10:32:16,"91,000",일시불,06,07998710,승인,1047365675
4219,귀한족발가락시장점,2025-11-19 10:10:11,"89,000",일시불,06,07741472,승인,1047365675
4220,귀한족발가락시장점,2025-11-19 09:40:15,"103,000",일시불,06,07279215,승인,1047365675
4221,귀한족발가락시장점,2025-11-19 09:24:16,"100,000",일시불,01,48689483,승인,1047365675
4222,귀한족발가락시장점,2025-11-19 09:10:10,"74,000",일시불,12,42314084,승인,1047365675
4223,서울35아1741,2025-11-19 08:40:09,"97,800",일시불,06,05988927,승인,1047369580
4224,귀한족발가락시장점,2025-11-19 08:36:09,"68,000",일시불,02,30030674,승인,1047365675
4225,써니주점,2025-11-19 03:23:30,"900,000",일시불,12,41506451,승인,1047355807
4226,크라운족발야탑점,2025-11-18 23:57:10,"45,000",일시불,01,47205776,승인,1047363149
4227,오쓰리(즉),2025-11-18 23:31:11,"440,000",일시불,12,41205268,승인,1047384834
4228,도화(즉),2025-11-18 23:28:10,"1,100,000",6개월,04,79950037,승인,1047363480
4229,체리,2025-11-18 22:12:07,"90,000",3개월,08,50924130,승인,1047377197
4230,엠아이컴퍼니(즉),2025-11-18 22:05:08,"4,000,000",3개월,04,49853759,승인,1047363478
4231,귀한족발가락시장점,2025-11-18 21:45:05,"53,000",일시불,08,38963496,승인,1047365675
4232,크라운족발야탑점,2025-11-18 20:56:06,"94,000",일시불,01,46470022,승인,1047363149
4233,귀한족발가락시장점,2025-11-18 19:14:13,"142,000",일시불,06,01514158,승인,1047365675
4234,크라운족발야탑점,2025-11-18 19:05:14,"119,000",일시불,08,51922127,승인,1047363149
4235,귀한족발가락시장점,2025-11-18 18:32:17,"57,000",일시불,07,00882133,승인,1047365675
4236,크라운족발야탑점,2025-11-18 17:35:18,"5,000",일시불,07,00362642,승인,1047363149
4237,크라운족발야탑점,2025-11-18 17:24:08,"49,000",일시불,07,00425067,승인,1047363149
4238,시앤유,2025-11-18 16:56:31,"5,000,000",일시불,12,75310835,승인,WNO1754986085
4239,시앤유,2025-11-18 16:56:15,"5,000,000",일시불,12,75307598,승인,WNO1754986085
4240,시앤유,2025-11-18 16:55:50,"5,000,000",일시불,12,75302787,승인,WNO1754986085
4241,시앤유,2025-11-18 16:55:36,"5,000,000",일시불,12,75300024,승인,WNO1754986085
4242,시앤유,2025-11-18 16:55:04,"940,000",2개월,03,97505593,승인,WNO1754986085
4243,시앤유,2025-11-18 16:54:44,"1,370,000",일시불,03,09717056,승인,WNO1754986085
4244,시앤유,2025-11-18 16:53:55,"790,000",일시불,01,44914894,승인,WNO1754986085
4245,시앤유,2025-11-18 16:53:30,"460,000",일시불,07,30045373,승인,WNO1754986085
4246,나인(송파),2025-11-18 16:28:14,"3,850,000",5개월,08,37036029,승인,1047369914
4247,나인(송파),2025-11-18 16:27:11,"3,850,000",일시불,08,44706028,승인취소,1047369914
4248,나인(송파),2025-11-18 16:25:41,"-3,850,000",일시불,08,44706028,취소,1047369914
4249,귀한족발가락시장점,2025-11-18 16:22:15,"171,000",일시불,02,30052004,승인,1047365675
4250,올빼미카워시,2025-11-18 16:15:10,"77,000",일시불,06,48738530,승인,1047363400
4251,올빼미카워시,2025-11-18 16:15:09,"55,000",일시불,07,00382018,승인,1047363400
4252,신나라콜라텍2,2025-11-18 16:03:51,"10,000",일시불,07,30003585,승인,1047334508
4253,신나라콜라텍2,2025-11-18 16:03:20,"2,000",일시불,07,30003574,승인,1047334508
4254,용형,2025-11-18 15:31:08,"3,000,000",5개월,05,55913144,승인,WNO1755594646
4255,신나라콜라텍2,2025-11-18 15:09:12,"11,000",일시불,02,47906255,승인,1047334508
4256,신나라콜라텍2,2025-11-18 14:44:59,"6,000",일시불,31,84871896,승인,1047334508
4257,신나라콜라텍2,2025-11-18 14:41:44,"25,000",일시불,07,30003148,승인,1047334508
4258,창경,2025-11-18 14:32:05,"600,000",10개월,07,00436158,승인,1047383437
4259,신나라콜라텍2,2025-11-18 14:30:44,"3,000",일시불,31,83041529,승인,1047334508
4260,새로길(즉),2025-11-18 14:11:14,"1,870,000",일시불,01,43940991,승인,WRT1761807035
4261,신나라콜라텍2,2025-11-18 14:06:34,"3,000",일시불,31,85541517,승인,1047334508
4262,신나라콜라텍2,2025-11-18 14:06:10,"13,000",일시불,31,82021501,승인,1047334508
4263,신나라콜라텍2,2025-11-18 13:56:25,"11,000",일시불,12,73161816,승인,1047334508
4264,토브,2025-11-18 13:55:10,"60,000",일시불,01,43524547,승인,1047367468
4265,신나라콜라텍2,2025-11-18 13:52:26,"9,000",일시불,07,30116944,승인,1047334508
4266,신나라콜라텍2,2025-11-18 13:33:42,"21,000",일시불,12,72901574,승인,1047334508
4267,신나라콜라텍2,2025-11-18 13:32:53,"20,000",일시불,01,43302304,승인,1047334508
4268,새로길(즉),2025-11-18 13:25:10,"2,500,000",일시불,03,04207100,승인,WRT1761807035
4269,신나라콜라텍1,2025-11-18 13:21:52,"14,000",일시불,12,72761432,승인,1047334507
4270,새로길(즉),2025-11-18 13:03:14,"2,000,000",10개월,08,26783026,승인,WRT1761807035
4271,올빼미카워시,2025-11-18 12:46:11,"55,000",일시불,04,75320817,승인,1047363400
4272,신나라콜라텍1,2025-11-18 12:35:51,"10,000",일시불,01,42917272,승인,1047334507
4273,신나라콜라텍1,2025-11-18 12:35:00,"15,000",일시불,01,42921288,승인,1047334507
4274,토브,2025-11-18 11:56:11,"68,000",일시불,08,57839241,승인,1047367468
4275,쿵이마켓(즉),2025-11-18 11:05:13,"107,000",일시불,07,00439835,승인,WRT1761803878
4276,새로길(즉),2025-11-18 09:38:08,"700,000",6개월,12,70027727,승인,WRT1761807035
4277,조가네(즉),2025-11-18 09:32:08,"551,000",일시불,08,47716093,승인,1047372530
4278,귀한족발가락시장점,2025-11-18 09:20:11,"130,000",일시불,02,27037772,승인,1047365675
4279,귀한족발가락시장점,2025-11-18 09:08:15,"144,000",일시불,02,30044117,승인,1047365675
4280,귀한족발가락시장점,2025-11-18 08:08:10,"73,000",일시불,12,69423018,승인,1047365675
4281,꽃보다한우(즉),2025-11-18 01:56:07,"460,000",6개월,04,27753372,승인,1047363479
4282,홍콩(즉),2025-11-18 01:49:07,"600,000",일시불,08,43303215,승인,1047367471
4283,미슐랭(즉),2025-11-18 00:09:11,"1,000",일시불,02,23078937,승인,1047370806
4284,체리,2025-11-17 23:52:09,"90,000",일시불,01,39862045,승인취소,1047377197
4285,체리,2025-11-17 23:50:48,"-90,000",일시불,01,39862045,취소,1047377197
4286,미스트롯칠공팔공,2025-11-17 23:04:14,"200,000",일시불,23,39697479,승인,1047384064
4287,미스트롯칠공팔공,2025-11-17 23:00:10,"100,000",일시불,12,68619462,승인,1047384064
4288,토마토,2025-11-17 22:49:09,"200,000",일시불,02,30011231,승인,1047375474
4289,시앤유,2025-11-17 22:31:47,"2,000,000",6개월,03,77504709,승인,WNO1754986085
4290,서울35아1741,2025-11-17 22:23:13,"91,200",일시불,07,00974204,승인,1047369580
4291,어부의딸,2025-11-17 22:22:13,"150,000",일시불,07,00324049,승인,1047375472
4292,디지털스퀘어(즉),2025-11-17 22:21:10,"1,004",일시불,03,15220814,승인,WRT1760597222
4293,부천강아지멍미,2025-11-17 22:17:09,"-1,004",일시불,03,13220814,취소,WRT1762503653
4294,체리,2025-11-17 21:52:12,"55,000",일시불,12,68368848,승인,1047377197
4295,크라운족발야탑점,2025-11-17 21:29:13,"59,000",일시불,07,00961668,승인,1047363149
4296,크라운족발야탑점,2025-11-17 21:21:08,"9,000",일시불,01,39270788,승인,1047363149
4297,크라운족발야탑점,2025-11-17 21:21:08,"99,000",일시불,06,39473842,승인,1047363149
4298,크라운족발야탑점,2025-11-17 21:20:16,"108,000",일시불,06,39463407,승인취소,1047363149
4299,크라운족발야탑점,2025-11-17 21:18:30,"-108,000",일시불,06,39463407,취소,1047363149
4300,신우(즉),2025-11-17 21:14:16,"580,000",10개월,04,46951975,승인,1047367470
4301,로즈,2025-11-17 21:14:16,"490,000",일시불,01,39233200,승인,1047373151
4302,체리,2025-11-17 21:14:14,"90,000",일시불,12,68187773,승인,1047377197
4303,귀한족발가락시장점,2025-11-17 20:34:10,"72,000",일시불,07,00167340,승인,1047365675
4304,어부의딸,2025-11-17 20:13:11,"72,000",일시불,03,40453383,승인,1047375472
4305,귀한족발가락시장점,2025-11-17 20:08:08,"66,000",일시불,03,26202017,승인,1047365675
4306,오쓰리(즉),2025-11-17 19:51:12,"1,000",일시불,15,84680479,승인,1047384834
4307,오쓰리(즉),2025-11-17 19:51:10,"1,000",일시불,06,38543073,승인,1047384834
4308,어부의딸,2025-11-17 19:32:12,"45,000",일시불,03,21285018,승인,1047375472
4309,시앤유,2025-11-17 17:59:57,"3,700,000",일시불,27,11384807,승인,WNO1754986085
4310,시앤유,2025-11-17 17:59:37,"3,000,000",일시불,27,10384807,승인,WNO1754986085
4311,토브,2025-11-17 17:59:06,"70,000",일시불,01,38001825,승인,1047367468
4312,시앤유,2025-11-17 17:59:06,"5,000,000",일시불,04,00033119,승인,WNO1754986085
4313,시앤유,2025-11-17 17:58:19,"5,000,000",일시불,02,37017360,승인,WNO1754986085
4314,시앤유,2025-11-17 17:57:55,"5,000,000",일시불,02,37021470,승인,WNO1754986085
4315,푸라닭서초2동점,2025-11-17 17:12:06,"92,900",일시불,01,37653831,승인,1047365188
4316,디지털스퀘어(즉),2025-11-17 16:42:07,"1,700,000",3개월,08,46348363,승인,4025100136
4317,서울35아1741,2025-11-17 16:31:14,"69,000",일시불,08,43089019,승인,1047369580
4318,신나라콜라텍1,2025-11-17 16:23:25,"32,000",일시불,02,35701074,승인,1047334507
4319,토브,2025-11-17 16:06:14,"70,000",일시불,04,87833754,승인,1047367468
4320,신나라콜라텍1,2025-11-17 16:00:36,"17,000",일시불,05,47197560,승인,1047334507
4321,토마토,2025-11-17 15:59:10,100,일시불,02,30014601,승인,1047375474
4322,신나라콜라텍1,2025-11-17 15:55:25,"3,000",일시불,02,35308650,승인,1047334507
4323,신나라콜라텍1,2025-11-17 15:54:24,"11,000",일시불,02,35293733,승인,1047334507
4324,신나라콜라텍1,2025-11-17 15:46:15,"13,000",일시불,02,35178840,승인,1047334507
4325,신나라콜라텍1,2025-11-17 15:43:45,"3,000",일시불,12,64881185,승인,1047334507
4326,신나라콜라텍1,2025-11-17 15:40:04,"3,000",일시불,07,30022966,승인,1047334507
4327,골탕,2025-11-17 15:30:08,"1,004",일시불,03,10220814,승인취소,1047385085
4328,골탕,2025-11-17 15:28:37,"-1,004",일시불,03,10220814,취소,1047385085
4329,신나라콜라텍1,2025-11-17 15:20:34,"16,000",일시불,07,30022955,승인,1047334507
4330,신나라콜라텍1,2025-11-17 15:20:20,"-11,000",일시불,07,30022944,취소,1047334507
4331,신나라콜라텍1,2025-11-17 15:19:45,"11,000",일시불,07,30022944,승인취소,1047334507
4332,이마트24마시안해변점,2025-11-17 15:12:13,"114,500",일시불,01,36490828,승인,1047369574
4333,푸라닭서초2동점,2025-11-17 15:11:13,"43,800",일시불,12,64437607,승인,1047365188
4334,신나라콜라텍1,2025-11-17 15:10:17,"11,000",일시불,01,36490974,승인,1047334507
4335,제이와이제이코리아,2025-11-17 15:10:07,"4,500,000",일시불,08,33730001,승인,WNS1760936737
4336,제이와이제이코리아,2025-11-17 15:09:22,"5,000,000",일시불,08,31730001,승인,WNS1760936737
4337,신나라콜라텍1,2025-11-17 14:54:57,"3,000",일시불,31,84500771,승인,1047334507
4338,신나라콜라텍1,2025-11-17 14:51:53,"6,000",일시불,02,34439292,승인,1047334507
4339,신나라콜라텍1,2025-11-17 14:49:04,"5,000",일시불,02,34397599,승인,1047334507
4340,디지털스퀘어(즉),2025-11-17 14:45:08,"1,000,000",3개월,12,64119627,승인,4025100136
4341,디지털스퀘어(즉),2025-11-17 14:44:07,"1,200,000",3개월,04,27056831,승인,4025100136
4342,디지털스퀘어(즉),2025-11-17 14:44:07,"1,400,000",3개월,04,82963942,승인,4025100136
4343,신나라콜라텍1,2025-11-17 14:35:29,"3,000",일시불,27,21690300,승인,1047334507
4344,신나라콜라텍1,2025-11-17 14:30:13,"3,000",일시불,07,30022328,승인,1047334507
4345,신나라콜라텍1,2025-11-17 14:29:33,"12,000",일시불,07,30055828,승인,1047334507
4346,신나라콜라텍1,2025-11-17 14:26:28,"16,000",일시불,12,63889218,승인,1047334507
4347,신나라콜라텍1,2025-11-17 14:20:27,"6,000",일시불,31,85600761,승인,1047334507
4348,신나라콜라텍1,2025-11-17 14:07:57,"5,000",일시불,02,33497940,승인,1047334507
4349,신나라콜라텍1,2025-11-17 14:07:18,"12,000",일시불,01,36017681,승인,1047334507
4350,푸라닭서초2동점,2025-11-17 13:57:11,"21,900",일시불,01,63441937,승인,1047365188
4351,디지털스퀘어(즉),2025-11-17 13:51:14,"1,004",일시불,03,17229813,승인,4025100136
4352,신나라콜라텍1,2025-11-17 13:43:08,"13,000",일시불,07,30022317,승인,1047334507
4353,신나라콜라텍1,2025-11-17 13:24:37,"14,000",일시불,02,32689164,승인,1047334507
4354,신나라콜라텍1,2025-11-17 13:07:07,"18,000",일시불,07,30045255,승인,1047334507
4355,신나라콜라텍1,2025-11-17 12:49:16,"37,000",일시불,07,30021747,승인,1047334507
4356,신나라콜라텍1,2025-11-17 12:46:41,"18,000",일시불,12,62593133,승인,1047334507
4357,크라운족발야탑점,2025-11-17 12:20:09,"31,000",일시불,01,34642366,승인,1047363149
4358,귀한족발가락시장점,2025-11-17 12:13:09,"90,000",일시불,08,64110164,승인,1047365675
4359,크라운족발야탑점,2025-11-17 11:40:13,"10,000",일시불,08,39742573,승인,1047363149
4360,귀한족발가락시장점,2025-11-17 10:20:08,"81,000",일시불,02,30049964,승인,1047365675
4361,귀한족발가락시장점,2025-11-17 09:00:14,"80,000",일시불,12,59669951,승인,1047365675
4362,귀한족발가락시장점,2025-11-17 08:46:13,"61,000",일시불,06,28258520,승인,1047365675
4363,귀한족발가락시장점,2025-11-17 08:22:14,"128,000",일시불,04,57328219,승인,1047365675
4364,로즈,2025-11-17 04:03:13,"200,000",일시불,01,32352578,승인,1047373151
4365,체리,2025-11-17 04:01:07,"110,000",일시불,02,30031114,승인,1047377197
4366,써니주점,2025-11-17 04:00:54,"600,000",일시불,12,58935229,승인,1047355807
4367,이마트24왕산해수욕장점,2025-11-16 22:59:11,"12,000",일시불,12,58547039,승인,1047369575
4368,귀한족발가락시장점,2025-11-16 21:56:06,"51,000",일시불,03,23200010,승인,1047365675
4369,귀한족발가락시장점,2025-11-16 21:55:05,"56,000",일시불,02,30000508,승인,1047365675
4370,귀한족발가락시장점,2025-11-16 21:50:14,"39,000",일시불,02,30030999,승인,1047365675
4371,기분좋은타이,2025-11-16 21:48:13,"45,000",일시불,06,25613413,승인,1047373153
4372,귀한족발가락시장점,2025-11-16 21:02:07,"80,000",일시불,02,25097466,승인,1047365675
4373,크라운족발야탑점,2025-11-16 20:54:11,"50,000",일시불,07,00689391,승인,1047363149
4374,크라운족발야탑점,2025-11-16 20:39:05,"222,000",일시불,01,31053146,승인,1047363149
4375,크라운족발야탑점,2025-11-16 19:54:15,"46,000",일시불,03,25252914,승인,1047363149
4376,시앤유,2025-11-16 19:50:59,"5,000,000",일시불,04,00862028,승인,WNO1754986085
4377,시앤유,2025-11-16 19:37:19,"1,100,000",5개월,07,30007493,승인,WNO1754986085
4378,시앤유,2025-11-16 19:36:59,"5,000,000",5개월,07,30007482,승인,WNO1754986085
4379,시앤유,2025-11-16 19:35:06,"690,000",일시불,07,30007171,승인,WNO1754986085
4380,시앤유,2025-11-16 19:34:15,"2,300,000",4개월,27,19103600,승인,WNO1754986085
4381,시앤유,2025-11-16 19:32:59,"5,000,000",일시불,03,12199016,승인,WNO1754986085
4382,시앤유,2025-11-16 19:32:24,"2,770,000",일시불,03,16824336,승인,WNO1754986085
4383,귀한족발가락시장점,2025-11-16 19:30:08,"110,000",일시불,03,16459302,승인,1047365675
4384,시앤유,2025-11-16 19:29:56,"1,480,000",5개월,07,30053655,승인,WNO1754986085
4385,시앤유,2025-11-16 19:28:49,"2,000,000",5개월,31,82620737,승인,WNO1754986085
4386,시앤유,2025-11-16 19:27:34,"3,570,000",일시불,02,24231059,승인,WNO1754986085
4387,크라운족발야탑점,2025-11-16 19:16:09,"14,000",일시불,01,30620783,승인,1047363149
4388,귀한족발가락시장점,2025-11-16 19:09:14,"57,000",일시불,07,00585971,승인,1047365675
4389,귀한족발가락시장점,2025-11-16 18:59:08,"129,000",일시불,04,67686070,승인,1047365675
4390,새로길(즉),2025-11-16 18:45:06,"4,800,000",3개월,11,30381621,승인,WRT1761807035
4391,이마트24마시안해변점,2025-11-16 18:40:12,"3,000",일시불,04,07114159,승인,1047369574
4392,시앤유,2025-11-16 18:17:55,"1,000,000",3개월,31,83880439,승인,WNO1754986085
4393,귀한족발가락시장점,2025-11-16 18:05:14,"44,000",일시불,06,23119346,승인,1047365675
4394,올빼미카워시,2025-11-16 17:55:06,"55,000",일시불,02,30003230,승인,1047363400
4395,크라운족발야탑점,2025-11-16 17:46:11,"21,000",일시불,01,30020534,승인,1047363149
4396,크라운족발야탑점,2025-11-16 17:15:09,"12,000",일시불,01,68832138,승인,1047363149
4397,신나라콜라텍1,2025-11-16 17:01:31,"12,000",일시불,08,30625623,승인,1047334507
4398,신나라콜라텍1,2025-11-16 16:45:04,"20,000",일시불,08,41415449,승인,1047334507
4399,신나라콜라텍1,2025-11-16 16:36:46,"3,000",일시불,02,21955980,승인,1047334507
4400,신나라콜라텍1,2025-11-16 16:28:20,"15,000",일시불,01,68565816,승인,1047334507
4401,올빼미카워시,2025-11-16 16:27:07,"36,000",일시불,03,08406804,승인,1047363400
4402,신나라콜라텍1,2025-11-16 16:26:31,"51,000",일시불,08,15623565,승인,1047334507
4403,체리,2025-11-16 16:25:05,"130,000",일시불,01,68539322,승인,1047377197
4404,신나라콜라텍2,2025-11-16 16:15:34,"3,000",일시불,02,21669959,승인,1047334508
4405,신나라콜라텍2,2025-11-16 16:14:04,"15,000",일시불,02,21660120,승인,1047334508
4406,신나라콜라텍1,2025-11-16 16:13:36,"13,000",일시불,12,55534596,승인,1047334507
4407,신나라콜라텍1,2025-11-16 16:07:12,"11,000",일시불,03,33005827,승인,1047334507
4408,체리,2025-11-16 16:05:10,"90,000",일시불,01,68306608,승인,1047377197
